,AcresBurned,ArchiveYear,CalFireIncident,Counties,Extinguished,Location,MajorIncident,Started
977,20.0,2017,True,Contra Costa,2018-01-09T10:26:00Z,"Hwy 24, Orinda  ",False,2017-06-05T13:17:00Z
978,20.0,2017,True,Kings,2018-01-09T10:04:00Z,"off of Hwy 41 & I-5, south of Kettleman City",False,2017-05-18T12:54:00Z
979,20.0,2017,True,Monterey,2018-01-09T09:56:00Z,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",False,2017-05-14T12:00:00Z
980,19.0,2017,True,Riverside,2018-01-09T13:49:00Z,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",False,2017-12-13T15:27:00Z
981,19.0,2017,True,Nevada,2018-01-09T13:33:00Z,"off Wolf Road and Garden Bar Rd, northwest of Higgins Corner",False,2017-10-10T12:30:00Z
982,19.0,2017,True,Riverside,2018-01-09T12:38:00Z,Nuevo Road and Montgomery Road,False,2017-08-13T13:34:00Z
983,19.0,2017,False,Humboldt,2018-01-09T12:16:00Z,"Swayback Ridge, 5 southwest of Mad River",False,2017-08-01T10:23:00Z
984,19.0,2017,True,Stanislaus,2018-01-09T12:01:00Z,10 miles east of Oakdale,False,2017-07-18T22:39:00Z
985,19.0,2017,True,Siskiyou,2018-01-09T11:08:00Z,off Campus Dr. and Moonlit Oaks Ave. in Yreka ,True,2017-06-26T12:30:00Z
986,19.0,2017,True,Kern,2018-01-09T09:54:00Z,"Fay Ranch Rd, northeast of Lake Isabella",False,2017-05-01T12:44:00Z
987,18.0,2017,True,Sonoma,2018-01-09T12:45:00Z,"Bodega Ave and Nosecchi Rd., east of Petaluma",False,2017-08-27T13:30:00Z
988,18.0,2017,True,Butte,2018-01-09T11:43:00Z,"Off Lakeland Blvd & Feather River, east of Oroville ",False,2017-07-04T15:45:00Z
989,18.0,2017,True,Fresno,2018-01-09T10:21:00Z,off Panoche Rd. 4 miles W of I-5 (Fresno County). ,False,2017-05-28T16:16:00Z
990,18.0,2017,True,Monterey,2018-01-09T09:58:00Z,"off of Hwy 198 and Pine Valley Road, southwest of King City",False,2017-05-16T16:10:00Z
991,17.0,2017,True,Mariposa,2018-01-09T13:29:00Z,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",False,2017-10-03T11:44:00Z
992,17.0,2017,True,Shasta,2018-01-09T12:42:00Z,HWY 299 just south of HWY 89 near Cassel,True,2017-08-17T14:15:00Z
993,17.0,2017,True,Shasta,2018-01-09T12:12:00Z,"Blue Sky Road, east of Bella Vista ",False,2017-07-29T17:29:00Z
994,17.0,2017,True,San Luis Obispo,2018-01-09T10:06:00Z,"off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero",False,2017-05-20T13:11:00Z
995,17.0,2017,True,Monterey,2018-01-09T09:59:00Z,"Lonoak Road and Airline Road, east of King City",True,2017-05-17T15:18:00Z
996,17.0,2017,True,Riverside,2018-01-09T09:56:00Z,"Highway 79, south of Dump Road, Beaumont",False,2017-05-14T12:51:00Z
997,16.0,2017,True,Kern,2018-01-09T10:23:00Z,4 miles south of Buttonwillow ,False,2017-06-02T18:55:00Z
998,16.0,2017,True,San Bernardino,2018-01-09T10:22:00Z,"Big Morongo Canyon Preserve, Morongo Valley",False,2017-05-29T01:20:00Z
999,16.0,2017,True,Fresno,2018-01-09T10:17:00Z,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",False,2017-05-28T07:49:00Z
1000,15.0,2017,True,Tehama,2018-01-09T12:31:00Z,Round Valley Rd and Paskenta Rd in Paskenta ,False,2017-08-10T17:24:00Z
1001,15.0,2017,True,Nevada,2018-01-09T12:06:00Z,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",False,2017-07-27T14:49:00Z
1002,15.0,2017,True,Modoc,2018-01-09T11:58:00Z,"County Road 60 and 54, Alturas",False,2017-07-17T13:38:00Z
1003,15.0,2017,True,Monterey,2018-01-09T11:10:00Z,Alvarado Rd and Wunpost in the community of Bradley,False,2017-06-28T09:30:00Z
1004,15.0,2017,True,Calaveras,2018-01-09T10:21:00Z,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",False,2017-05-28T15:30:00Z
1005,15.0,2017,True,Riverside,2018-01-09T09:50:00Z,Avenue 66 and Hwy 111 near community of Mecca,False,2017-04-13T02:30:00Z
1006,14.0,2017,True,Santa Barbara,2018-01-09T13:49:00Z,"off Drum Canyon Rd, south of Los Alamos",False,2017-12-16T12:21:00Z
1007,14.0,2017,True,Santa Barbara,2018-01-09T13:49:00Z,"off the 3500 Block of Highway 1, south east of Lompoc",False,2017-12-14T12:59:00Z
1008,14.0,2017,True,Butte,2018-01-09T11:17:00Z,"off Desabla Powerhouse Rd and Humbug Rd, Desabla",False,2017-07-02T13:43:00Z
1009,14.0,2017,True,Monterey,2018-01-09T10:29:00Z,"Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield",False,2017-06-09T16:15:00Z
1010,14.0,2017,True,Riverside,2018-01-09T10:05:00Z,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",False,2017-05-18T17:25:00Z
1011,13.0,2017,True,Stanislaus,2018-01-09T13:41:00Z,off Milton Road and Sonora Road north of Woodward Reservoir Park,False,2017-10-18T12:53:00Z
1012,13.0,2017,True,El Dorado,2018-01-09T12:06:00Z,"Woodland Court, Community of Oak Hill",False,2017-07-25T14:13:00Z
1013,13.0,2017,True,El Dorado,2018-01-09T11:53:00Z,"off Rosado Rd, El Dorado Hills ",False,2017-07-12T13:51:00Z
1014,13.0,2017,False,San Bernardino,2018-01-09T11:42:00Z,"Off Hwy 138 & Sawpit Canyon Rd, southwest of Silverwood Lake",False,2017-07-04T13:15:00Z
1015,12.0,2017,True,Butte,2018-01-09T13:21:00Z,"off Pacific Heights Road, west of Palermo",False,2017-09-12T17:24:00Z
1016,12.0,2017,True,San Diego,2018-01-09T10:25:00Z,"off of Dehesa Rd and Sloane Canyon Rd, Dehesa",False,2017-06-04T11:04:00Z
1017,12.0,2017,True,San Luis Obispo,2018-01-09T09:55:00Z,"Off Lucy Brown Rd, in Shandon",False,2017-05-07T16:41:00Z
1018,12.0,2017,True,Riverside,2018-01-09T09:54:00Z,"Jameson Rd and Clay Canyon Dr., south of Corona",False,2017-04-30T19:43:00Z
1019,12.0,2017,True,Merced,2018-01-09T10:05:00Z,"Interstate 5 near Taglio Road, Gustine",False,1969-12-31T16:00:00Z
1020,11.0,2017,True,Sonoma,2018-01-09T12:15:00Z,"Independence Lane, 2 miles south of Geyserville",False,2017-07-31T23:17:00Z
1021,11.0,2017,True,Riverside,2018-01-09T11:16:00Z,"off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley",False,2017-07-02T13:04:00Z
1022,10.0,2017,True,Tehama,2018-01-09T13:31:00Z,"off of Jelly Ferry Rd and I-5, north of Red Bluff",False,2017-10-08T12:15:00Z
1023,10.0,2017,True,Mariposa,2018-01-09T13:23:00Z,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",False,2017-09-20T14:53:00Z
1024,10.0,2017,True,Fresno,2018-01-09T13:19:00Z,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",False,2017-09-11T10:00:00Z
1025,10.0,2017,True,Amador,2018-01-09T12:46:00Z,"Butte Mountain road, 3 miles east of Jackson",False,2017-08-28T17:06:00Z
1026,10.0,2017,False,Los Angeles,2018-01-09T12:18:00Z,"off Hwy 39 & East Fork Ave, north of Azusa",False,2017-08-03T16:21:00Z
1027,10.0,2017,True,Nevada,2018-01-09T12:03:00Z,"off of Grizzly Hill Rd & Turnagain Arm Rd, 8 miles northeast of Nevada City",False,2017-07-21T16:50:00Z
1028,10.0,2017,True,Shasta,2018-01-09T11:56:00Z,"Canyon Road and China Gulch, Happy Valley",True,2017-07-15T18:10:00Z
1029,10.0,2017,True,Riverside,2018-01-09T11:54:00Z,"West 7th Street and Park Avenue, Perris",False,2017-07-13T14:14:00Z
1030,10.0,2017,True,Butte,2018-01-09T11:53:00Z,"Off Rebie way and Forbestown Rd, south east of Lake Oroville",True,2017-07-12T13:55:00Z
1031,10.0,2017,True,Riverside,2018-01-09T11:41:00Z,"Bolo Court and David Mountain Road, south of Beaumont",False,2017-07-03T13:34:00Z
1032,10.0,2017,True,Nevada,2018-01-09T11:16:00Z,off Brewer Road and Conestoga Drive in Alta Sierra,False,2017-07-02T12:41:00Z
1033,10.0,2017,True,Riverside,2018-01-09T10:35:00Z,"Manzanita Park and Roadrunner Dr., near Beaumont",False,2017-06-18T12:28:00Z
1034,10.0,2017,True,Riverside,2018-01-09T10:34:00Z,"off Gilman Springs Road, south of Hwy 60 in Gilman Springs",False,2017-06-16T14:51:00Z
1035,10.0,2017,True,Kern,2018-01-09T10:27:00Z,"Pine Mountain Rd., 10 miles NE of Bakersfield",False,2017-06-05T14:02:00Z
1036,10.0,2017,True,Riverside,2018-01-09T10:26:00Z,"Old Banning Idyllwild Road & Mount Edna Road, Banning",False,2017-06-04T16:48:00Z
1037,10.0,2017,True,Yuba,2018-01-09T10:22:00Z,"off Hwy 20 and Escheman Ln, East of Brown",False,2017-05-29T15:31:00Z
1038,10.0,2017,True,Kern,2018-01-09T10:17:00Z,10 miles West of Rosamond,False,2017-05-28T10:59:00Z
1039,10.0,2017,True,Riverside,2018-01-09T10:08:00Z,Ironwood Avenue and Moreno Beach Drive,False,2017-05-23T13:13:00Z
1040,10.0,2017,True,Monterey,2018-01-09T09:51:00Z,"Highway 101 & Front Street, north of Soledad ",False,2017-04-24T12:06:00Z
1041,0.0,2017,True,Sonoma,2018-01-09T13:34:00Z,east of Rohnert Park,True,2017-10-09T01:30:00Z
1042,0.0,2017,True,Napa,2018-01-09T13:33:00Z,"off Partrick Rd, west of Napa",True,2017-10-08T23:48:00Z
1043,0.0,2017,False,Mariposa,2018-01-09T13:19:00Z,Hwy 120 and Big Oak Flat Road near Foresta,False,2017-09-07T15:00:00Z
1044,0.0,2017,False,Siskiyou,2018-01-09T12:05:00Z,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",False,2017-07-25T12:45:00Z
1045,0.0,2017,False,Modoc,2018-01-09T12:04:00Z,Warner Mountain Ranger District on the Modoc National Forest,False,2017-07-23T00:00:00Z
1046,0.0,2017,False,Glenn,2018-01-09T12:02:00Z,"Stony Creek, Orland",False,2017-07-19T17:30:00Z
1047,0.0,2017,False,Lassen,2018-01-09T11:45:00Z,"10 Miles west of Eagle Lake, Lassen National Forest",False,2017-07-06T13:00:00Z
1048,0.0,2017,False,Siskiyou,2018-01-09T11:43:00Z,"Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll",False,2017-07-04T15:21:00Z
1049,0.0,2017,False,San Diego,2018-01-09T11:10:00Z,off Cristianitos Rd. and Talega Rd.,False,2017-06-28T17:56:00Z
1050,0.0,2017,False,Siskiyou,2018-01-09T11:07:00Z,"14 miles west of Etna, California in the Marble Mountain Wilderness",False,2017-06-25T17:00:00Z
1051,0.0,2017,False,Tulare,2018-01-09T11:01:00Z,"Hwy 201 & Rd 36, Community of Kings River",False,2017-06-23T22:32:00Z
1052,0.0,2017,False,San Luis Obispo,2018-01-09T10:05:00Z,"off of San Antonio Drive and Hwy 101, Camp Roberts",False,2017-05-19T13:10:00Z
1053,0.0,2017,True,Butte,2018-01-09T09:24:00Z,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966",True,2017-02-07T14:00:00Z
1054,410203.0,2018,True,Colusa,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",True,2018-07-27T12:05:00Z
1055,410203.0,2018,True,Glenn,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",True,2018-07-27T12:05:00Z
1056,410203.0,2018,True,Lake,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",True,2018-07-27T12:05:00Z
1057,410203.0,2018,True,Mendocino,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",True,2018-07-27T12:05:00Z
1058,229651.0,2018,True,Shasta,2019-01-04T09:37:00Z,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",True,2018-07-23T13:15:00Z
1059,229651.0,2018,True,Trinity,2019-01-04T09:37:00Z,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",True,2018-07-23T13:15:00Z
1060,153336.0,2018,True,Butte,2018-11-25T08:00:00Z,Pulga Road at Camp Creek Road near Jarbo Gap,True,2018-11-08T06:33:00Z
1061,96949.0,2018,True,Los Angeles,2019-01-04T08:42:00Z,"E Street and Alfa Road Rd, South of Simi Valley",True,2018-11-08T14:24:00Z
1062,96949.0,2018,True,Ventura,2019-01-04T08:42:00Z,"E Street and Alfa Road Rd, South of Simi Valley",True,2018-11-08T14:24:00Z
1063,96901.0,2018,False,Mariposa,2019-01-04T09:48:00Z,"Highway 140 and Hite Cove, near El Portal",False,2018-07-13T21:36:00Z
1064,90288.0,2018,True,Napa,2019-01-04T09:57:00Z,east of Lake Berryessa,True,2018-06-30T14:12:00Z
1065,90288.0,2018,True,Yolo,2019-01-04T09:57:00Z,east of Lake Berryessa,True,2018-06-30T14:12:00Z
1066,63311.0,2018,True,Shasta,2019-01-04T09:07:00Z,"I-5 and Lamoine, 2 miles NW of Lakehead ",False,2018-09-05T12:51:00Z
1067,63311.0,2018,True,Trinity,2019-01-04T09:07:00Z,"I-5 and Lamoine, 2 miles NW of Lakehead ",False,2018-09-05T12:51:00Z
1068,48920.0,2018,True,Colusa,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",True,2018-07-27T13:01:00Z
1069,48920.0,2018,True,Lake,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",True,2018-07-27T13:01:00Z
1070,48920.0,2018,True,Mendocino,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",True,2018-07-27T13:01:00Z
1071,46150.0,2018,False,Shasta,2019-01-04T09:21:00Z,"off Gilman and Moore Creek Campground, east of Lakehead ",True,2018-08-09T01:55:00Z
1072,39387.0,2018,False,Modoc,2019-01-04T09:20:00Z,"Big Canyon, 10 miles SW of Canby",False,2018-08-15T18:05:00Z
1073,38008.0,2018,True,Siskiyou,2019-01-04T09:55:00Z,"off Klamathon Road and Copco Road, south of Hornbrook",True,2018-07-05T12:31:00Z
1074,36450.0,2018,False,Tuolumne,2019-01-04T09:26:00Z,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",False,2018-08-01T17:48:00Z
1075,23136.0,2018,False,Orange,2019-01-04T09:23:00Z,"Holy Jim Canyon, west of N. Main Divide",False,2018-08-06T13:20:00Z
1076,18703.0,2018,True,Lassen,2019-01-04T09:32:00Z,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",False,2018-07-27T13:32:00Z
1077,15185.0,2018,True,Lake,2019-01-04T10:01:00Z,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",True,2018-06-23T17:21:00Z
1078,13139.0,2018,False,Riverside,2019-01-04T09:36:00Z,"off Highway 74 and Control Road, east of Hemet",False,2018-07-25T11:41:00Z
1079,12300.0,2018,True,San Joaquin,2019-01-04T09:58:00Z,"off North Waverly Road and North Shelton Road, east of Linden",False,2018-06-29T15:11:00Z
1080,6974.0,2018,False,Mono,2019-01-04T09:09:00Z,"Hwy 395 & Hwy 108, Sonora Junction",False,2018-09-04T14:26:00Z
1081,4564.0,2018,True,Merced,2019-01-04T10:06:00Z,"off Doug Road and Bonner Road, north of the community of Planada",False,2018-06-15T10:34:00Z
1082,4531.0,2018,True,Ventura,2019-01-04T08:43:00Z,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",True,2018-11-08T14:03:00Z
1083,4500.0,2018,False,Solano,2019-01-04T08:57:00Z,"Branscombe Road south of Hwy 12, Suisun City",False,2018-10-07T13:00:00Z
1084,4064.0,2018,False,Madera,2019-01-04T10:03:00Z,near the Lion Point area in the Ansel Adams Wilderness,False,2018-06-11T12:00:00Z
1085,3889.0,2018,True,Tehama,2019-01-04T08:57:00Z,"Hwy 36 and Sunriver Road, east of Red Bluff",True,2018-10-07T12:51:00Z
1086,3716.0,2018,True,Tehama,2019-01-04T10:02:00Z,Off Hwy 36 in Paynes Creek,True,2018-06-23T11:38:00Z
1087,3674.0,2018,False,Humboldt,2019-01-04T09:17:00Z,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",False,2018-08-16T09:18:00Z
1088,3380.0,2018,False,Los Angeles,2019-01-04T09:03:00Z,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",False,2018-09-22T14:30:00Z
1089,2995.0,2018,False,Kings,2019-01-04T09:23:00Z,"off Interstate 5 and Milham Rd, Kettleman Hills area",False,2018-08-06T17:29:00Z
1090,2956.0,2018,True,Tehama,2019-01-04T10:10:00Z,"Off Apple Rd & Paskenta Rd, west of Corning",True,2018-06-09T14:10:00Z
1091,2950.0,2018,True,Kern,2019-01-04T09:26:00Z,"Breckenridge Rd & Comanche Dr, east of Bakersfield",False,2018-08-03T14:48:00Z
1092,2883.0,2018,False,Inyo,2019-01-04T09:54:00Z,"off Hogback and Whitney Portal Road, Alabama Hills",True,2018-07-08T13:36:00Z
1093,2490.0,2018,True,Napa,2019-01-04T09:06:00Z,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",True,2018-09-08T14:29:00Z
1094,2290.0,2018,True,Glenn,2019-01-04T10:09:00Z,"Hwy 162 and Forest Hwy 7, north of Elk Creek",True,2018-06-09T15:32:00Z
1095,2225.0,2018,True,Monterey,2019-01-04T09:23:00Z,"near Highway 46 and Turkey Flats, near Parkfield",False,2018-08-06T12:59:00Z
1096,2162.0,2018,True,Solano,2019-01-04T09:20:00Z,"Nelson Rd and Cherry Glen Rd, Vacaville",True,2018-08-10T16:57:00Z
1097,2100.0,2018,False,Modoc,2019-01-04T09:46:00Z,"County Rd 40/ County Rd1, South West of Eagleville",False,2018-07-13T22:03:00Z
1098,2070.0,2018,True,Inyo,2019-01-03T09:43:00Z,"Pleasant Valley Dam Road and Hwy 395, north of Bishop",True,2018-02-18T14:12:00Z
1099,1900.0,2018,True,Shasta,2019-01-04T09:21:00Z,"Hwy 299 east and Fish Hatchery rd, northeast of Burney ",True,2018-08-09T14:34:00Z
1100,1756.0,2018,True,Merced,2019-01-04T10:26:00Z,Interstate 5 and W Nees Ave. south of Los Banos ,False,2018-05-02T16:00:00Z
1101,1751.0,2018,False,Trinity,2019-01-04T09:08:00Z,"Kerlin Creek, west of Hyampom",False,2018-09-04T15:20:00Z
1102,1678.0,2018,True,Shasta,2019-01-04T10:01:00Z,"Clear Creek Rd & American Rd, west of Redding",True,2018-06-24T12:29:00Z
1103,1500.0,2018,False,Solano,2019-01-04T08:47:00Z,"off Highway 12 and Nurse Blue Road, Suisun City",False,2018-11-08T13:28:00Z
1104,1500.0,2018,False,San Luis Obispo,2019-01-04T10:03:00Z,"E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation",False,2018-06-20T18:22:00Z
1105,1352.0,2018,False,Los Angeles,2019-01-04T10:15:00Z,"off Anthony Road and Hierba Road, North of Agua Dulce",False,2018-06-04T12:40:00Z
1106,1350.0,2018,False,San Bernardino,2019-01-04T09:55:00Z,Valley of the Falls Dr & Service Road 1S08,True,2018-07-06T13:29:00Z
1107,1314.0,2018,True,San Benito,2019-01-04T10:15:00Z,Coalinga and Airline Highway,True,2018-06-04T17:01:00Z
1108,1265.0,2018,True,Inyo,2019-01-03T13:09:00Z,"Highway 395 and Moffat Ranch Road, north of Lone Pine",True,2018-04-19T10:28:00Z
1109,1261.0,2018,True,Riverside,2019-01-04T10:24:00Z,"off Rawson Road and Royal Netherlands Road, south of Winchester",False,2018-05-17T14:19:00Z
1110,1200.0,2018,False,Sutter,2019-01-04T09:28:00Z,"Pass Road and W Butte Road, 9 miles northwest of Yuba City ",False,2018-07-31T17:34:00Z
1111,1120.0,2018,False,Placer,2019-01-04T09:10:00Z,"North Fork Campground, south of Emigrant Gap",True,2018-09-03T16:38:00Z
1112,1014.0,2018,False,Santa Barbara,2019-01-04T09:16:00Z,off Highway 166 and Sierra Madre Road,False,2018-08-19T13:37:00Z
1113,993.0,2018,True,Kern,2019-01-04T09:32:00Z,"off Breckenridge Road and Tarina Ct, east of Bakersfield",False,2018-07-27T16:12:00Z
1114,972.0,2018,False,Mendocino,2019-01-04T09:29:00Z,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",False,2018-07-31T15:28:00Z
1115,962.0,2018,True,Butte,2019-01-04T09:48:00Z,"Bidwell Park, Upper Park Rd, Chico",True,2018-07-12T22:45:00Z
1116,856.0,2018,True,Tehama,2019-01-04T09:52:00Z,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",False,2018-07-09T18:30:00Z
1117,825.0,2018,True,Amador,2019-01-04T09:54:00Z,"off Irish Ridge Road and Carbondale Road, southeast of Plymouth",True,2018-07-06T14:42:00Z
1118,822.0,2018,True,Yolo,2019-01-04T09:40:00Z,"off County Road 88 and County Road 29, north of Winters",False,2018-07-18T14:24:00Z
1119,700.0,2018,True,Placer,2019-01-04T09:28:00Z,"off Sunset Blvd. West and South Brewer Rd, northwest of Roseville",False,2018-08-01T13:11:00Z
1120,668.0,2018,True,Tulare,2019-01-04T09:19:00Z,"Old Stage Rd and White River Rd, southeast of Porterville",False,2018-08-15T17:14:00Z
1121,650.0,2018,True,Monterey,2019-01-04T09:20:00Z,"Dead Mans Gulch Rd and Sargents Rd, south of San Ardo",False,2018-08-11T14:12:00Z
1122,646.0,2018,False,Lassen,2019-01-04T10:06:00Z,"off Highway 395 Southeast of Litchfield, East of Susanville",False,2018-06-14T17:45:00Z
1123,640.0,2018,True,Alameda,2019-01-04T09:53:00Z,"off I580 and Grantline Rd, Altamont Area",True,2018-07-08T17:38:00Z
1124,573.0,2018,True,Tuolumne,2019-01-04T09:06:00Z,"Hwy 108 and Tulloch Road, east of Oakdale",False,2018-09-08T13:34:00Z
1125,550.0,2018,True,Butte,2019-01-04T08:50:00Z,"Four Junes Way and Palermo, south of Palermo ",False,2018-10-30T14:46:00Z
1126,513.0,2018,True,San Benito,2019-01-04T10:14:00Z,"Coalinga Road, east of Bitterwater ",True,2018-06-04T17:30:00Z
1127,504.0,2018,True,San Diego,2019-01-04T09:55:00Z,"off I-8 & West Willows Rd, Community of Alpine",True,2018-07-06T23:39:00Z
1128,484.0,2018,True,Alameda,2019-01-04T10:20:00Z,"near Grant Line Rd and Mountain House Rd, Altamont Area ",False,2018-05-30T13:21:00Z
1129,441.0,2018,True,Lassen,2019-01-04T09:59:00Z,"Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville",False,2018-06-27T15:09:00Z
1130,400.0,2018,True,Monterey,2019-01-04T09:04:00Z,"Metz Road and Topo Road, east of Greenfield",False,2018-09-13T15:37:00Z
1131,375.0,2018,True,Monterey,2019-06-21T08:51:41Z,"Sargents Canyon and Deadman Gulch, San Ardo Oil Fields",False,2018-06-26T07:11:00Z
1132,367.0,2018,False,Kern,2019-01-04T09:16:00Z,"off Cow Flat Road and Highway 178, west of Lake Isabella",False,2018-08-18T15:17:00Z
1133,365.0,2018,True,San Diego,2019-01-04T09:32:00Z,"San Pasqual Valley Rd, west of Ramona",True,2018-07-27T13:28:00Z
1134,360.0,2018,True,Madera,2019-01-04T09:03:00Z,"Lonesome Oak Ln and Bissett Station Rd, Ahwahnee",True,2018-09-22T15:44:00Z
1135,347.0,2018,True,Butte,2019-01-04T09:59:00Z,"Midway Road and Esquon Road , 4 miles SE  of Durham",False,2018-06-26T12:56:00Z
1136,338.0,2018,False,Inyo,2019-01-04T09:29:00Z,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",False,2018-07-31T15:07:00Z
1137,328.0,2018,True,Shasta,2019-01-04T10:02:00Z,"Off Bascom Rd & Hwy 44, in Millville",False,2018-06-23T12:54:00Z
1138,320.0,2018,True,Santa Clara,2019-01-04T09:37:00Z,County Club Rd & N Park Victoria Rd in Milpitas ,True,2018-07-22T13:06:00Z
1139,316.0,2018,True,El Dorado,2019-01-04T09:56:00Z,"off South Shingle Road and Latrobe Road, west of Latrobe",False,2018-07-04T17:09:00Z
1140,300.0,2018,True,Trinity,2019-01-04T09:59:00Z,"Reading Creek Road, SE of Douglas City",True,2018-06-28T18:01:00Z
1141,300.0,2018,True,Madera,2019-01-04T10:14:00Z,"Road 210 and Road 200, Oneal",False,2018-06-04T17:44:00Z
1142,300.0,2018,False,San Diego,2019-01-04T10:26:00Z,"Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base",False,2018-05-04T11:44:00Z
1143,293.0,2018,True,Kern,2019-01-04T10:25:00Z,"Twisselman Road and Kecks Road, west of Highway 33",False,2018-05-16T16:30:00Z
1144,290.0,2018,True,Calaveras,2019-01-04T09:23:00Z,"Near Milton Road and South Gulch Road, Rancho Calaveras",False,2018-08-06T16:26:00Z
1145,289.0,2018,True,Madera,2019-01-04T09:15:00Z,"Road 29 & Road 607, southwest of Eastman Lake",False,2018-08-23T15:40:00Z
